deenpx,expend
elmnoy,lemony
diimos,idioms
adhrss,shards
ehlosv,"hovels,shovel"
diimou,oidium
adhrsy,hydras
bimnsu,nimbus
aaacci,acacia
ceefsu,fescue
eirttt,titter
fgiinx,fixing
bdentu,bunted
ceirss,crises
accesu,accuse
ceirsu,"cruise,curies"
ceirsv,scrive
ciinrt,nitric
eginot,toeing
ceeirt,recite
bghosu,boughs
fgiinr,firing
eginop,"epigon,pigeon"
eginor,"ignore,region"
beeefl,feeble
acnopy,canopy
bdeehl,beheld
innrtu,inturn
fgiinn,fining
aemnor,enamor
ilrswy,swirly
cmnnoo,noncom
aklops,polkas
elossv,solves
deeivw,viewed
adimtx,admixt
eflrtu,fluter
aarstt,"attars,strata"
ddeffo,doffed
ahikrs,rakish
aklnry,rankly
ciprst,script
aarsty,astray
deiorz,dozier
eopppt,poppet
bdeknu,"bunked,debunk"
adortw,toward
filoss,fossil
eopppr,popper
dginpu,duping
egnrty,gentry
aaimtt,tatami
amrrty,martyr
dehosu,housed
aeelps,"asleep,elapse,please"
aeelpr,"leaper,repeal"
eghiin,hieing
bccisu,cubics
ceehru,euchre
ceehrt,etcher
ceehrw,chewer
ceehrs,cheers
aehjjs,hajjes
cdekrs,drecks
iprssy,prissy
cdekru,"ducker,rucked"
celnru,lucern
ddeglo,lodged
eeglmn,legmen
lnoptu,pluton
cehosu,ouches
ademmr,"dammer,rammed"
begopx,pegbox
delllu,lulled
adfmno,fandom
beiost,sobeit
hmoosw,whomso
adiort,adroit
imntuy,mutiny
imntux,unmixt
eeersv,"reeves,severe"
aeggmn,gagmen
bdertu,bruted
cdeett,detect
aeennp,pennae
aglost,gloats
ehlmnu,unhelm
aeennt,neaten
ejosss,josses
cdderu,curded
ademmn,madmen
aiiqrs,iraqis
delllo,lolled
cfiilm,filmic
abgimy,bigamy
benntu,unbent
eeglmu,legume
anostw,watson
eeprty,retype
adeimr,admire
adeims,"amides,medias"
abgimt,gambit
adeimn,"aidmen,maiden,median"
finort,forint
adeimm,maimed
beiort,obiter
hlpsyy,sylphy
dhiisw,widish
beiorx,boxier
eimsty,stymie
ceghio,chigoe
aginor,oaring
dddeop,podded
eeinrt,entire
deinnt,"dentin,indent,intend,tinned"
eeinrv,"envier,veiner,venire"
deinnr,"dinner,endrin"
deinns,"dennis,sinned"
eeinrs,"nereis,seiner,serine"
deggho,hogged
enorsu,rouens
enorst,"nestor,noster,noters,stoner,tenors,tensor,toners"
forswy,frowsy
degghu,hugged
aektwy,tweaky
einnpr,pinner
cdeeru,reduce
aaistv,sativa
deeftt,fetted
binoot,bonito
aemmnr,merman
aelmrt,armlet
clnoou,uncool
eeefft,effete
dehorw,whored
clnoos,colons
aelmrv,marvel
clnooy,colony
abeehv,behave
aeeflm,female
cdiioy,idiocy
eginsx,sexing
beosss,"bosses,obsess"
abekrs,"bakers,brakes,breaks"
eflooz,foozle
eflooy,flooey
aadhny,dhyana
aahmst,asthma
adinrw,"darwin,inward"
eginst,"ingest,signet,tinges"
biknrs,brinks
eginsv,givens
agmnos,mangos
ehllor,holler
ehllos,hellos
efilly,liefly
hiknst,thinks
cddeor,"codder,corded"
efillr,"filler,refill"
efills,filles
eforrv,fervor
efillt,fillet
anorss,"arsons,sonars"
agstuu,august
einsux,unisex
dlloop,dollop
defknu,funked
aantuv,avaunt
ahijjs,hajjis
eortvx,vortex
aafims,mafias
ehijsw,jewish
deikll,killed
deiklo,keloid
deikln,"kilned,kindle,linked"
dehmpu,humped
dhnosu,"hounds,hudson,unshod"
abdlly,baldly
ammmno,mammon
filmsy,flimsy
ahmowy,haymow
anosxy,saxony
amortz,mozart
deejtt,jetted
agllop,gallop
allosw,"allows,sallow"
llotuy,toluyl
allosy,alloys
jorrsu,jurors
aaerwy,aweary
deiqru,quired
agllox,oxgall
bbceow,cobweb
giorru,rigour
adipsx,spadix
aepptt,tappet
aepptu,pupate
ehinpx,phenix
aensty,yentas
giorrs,rigors
cmmruy,crummy
deippr,"dipper,ripped"
deipps,sipped
emnopy,eponym
aenstx,"sextan,texans"
cdepsu,cusped
eeoppy,popeye
eersvx,vexers
acjnsu,cajuns
bdeopp,bopped
beemrs,embers
eeemrs,"emeers,seemer"
eimssx,sexism
ammpuw,wampum
aerstt,"stater,strate,taster,taters,tetras,treats"
adilty,daylit
eettzz,tzetze
eforru,furore
mortuu,tumour
iknopt,inkpot
acegly,legacy
bcorsy,crosby
aelrry,rarely
ddeilr,"dreidl,riddle"
alloop,apollo
aeempr,ampere
beklos,blokes
deeirw,dewier
chilly,chilly
bdgooy,goodby
aiprsx,praxis
deeirs,"desire,eiders,reside"
inortt,triton
eeegls,gelees
acegln,glance
beglru,"bugler,bulger,burgle"
bdorwy,byword
einppr,nipper
ddeilm,middle
ehhiks,sheikh
ddiikv,"kidvid,vidkid"
eikmos,eskimo
ahlmoo,moolah
dfilor,florid
aeimsz,maizes
anrtty,tyrant
degitw,widget
elnruu,unrule
ddeelp,peddle
clnruu,uncurl
ghinno,honing
eiills,lilies
aeprtt,patter
aehrtw,wreath
aafirs,safari
ddeeor,eroded
egnoor,oregon
eiiknp,pinkie
beekru,rebuke
egimnt,meting
egnooy,gooney
ahmost,thomas
kopruw,workup
elorst,ostler
elorsw,"lowers,rowels,slower"
elorsv,"lovers,solver"
afiiln,finial
elorss,"lessor,losers,sorels"
afiill,filial
elorsy,sorely
ghhist,"hights,thighs"
dehmsu,mushed
dikoos,skidoo
filnst,flints
adehst,"deaths,hasted"
adehsw,"shawed,washed"
adehsv,shaved
adehss,"dashes,sashed,shades"
dghoot,hotdog
adehsx,hexads
achmpy,champy
eirttv,trivet
ghilst,"lights,slight"
filssu,fusils
aehijl,elijah
iimsss,missis
achmps,champs
cenort,cornet
cenors,"censor,crones,recons"
cenorr,corner
ghlpsy,glyphs
elnptu,penult
cdintu,induct
aeiklx,axlike
eglnpu,plunge
eeimpr,"empire,premie"
aeiklr,lakier
befilx,biflex
elnpty,plenty
deggot,togged
aeiklt,talkie
oorrst,rotors
ddeelw,welded
ahhkoo,hookah
ijkmou,moujik
acceru,accrue
eimsss,"misses,seisms"
aeijlr,jailer
deggos,sogged
dellop,polled
abhmsu,ambush
aaimrt,amrita
aekprr,parker
elnnru,runnel
bbcelo,cobble
ehimru,humeri
hinnwy,whinny
giopst,spigot
aisstv,vistas
ehimrt,hermit
giorsv,"vigors,virgos"
giorst,griots
degiin,dieing
iknnpu,punkin
aeilpt,pilate
deipsw,"swiped,wisped"
beemsu,bemuse
ademry,dreamy
deipst,spited
deipss,pissed
adiprs,rapids
gippry,grippy
bdeosw,bowsed
ademrr,marred
bdeosu,boused
alnost,talons
bdeoss,bossed
aflrtu,artful
ademrt,"dreamt,marted"
ddeios,"didoes,diodes"
deeisx,dexies
ceiprr,pricer
aehpss,"pashes,phases,shapes"
ddeiov,"devoid,voided"
eghlnt,length
ceipry,pricey
deeiss,dieses
giopss,gossip
deeisv,"devise,sieved"
cdeekp,pecked
cehpry,cypher
eistvw,swivet
moorsv,vrooms
defloo,fooled
ehkoty,hotkey
bhirst,births
bhirsu,hubris
eerrvy,revery
acddeg,cadged
acddee,decade
afhloo,loofah
acddei,caddie
dellmu,mulled
ademns,"amends,menads"
ademnr,"damner,remand"
ademnp,dampen
aglops,galops
ademnn,manned
aflntu,flaunt
eekosv,evokes
chmmuy,chummy
acddeu,adduce
glmoos,glooms
eghott,ghetto
glmooy,gloomy
ceeimt,emetic
aooptt,potato
deortx,dextro
deflow,"flowed,fowled,wolfed"
abgino,bagnio
adeinr,rained
aceprs,"capers,casper,crapes,escarp,pacers,parsec,recaps,scrape,spacer"
aceprr,carper
acepru,apercu
adeinv,invade
adeint,detain
aipzzz,pizazz
abgint,bating
abgins,basing
abginr,baring
achoos,cashoo
aenrtv,tavern
aenrtw,wanter
ghhhit,highth
ceeimn,icemen
abginy,baying
adeops,soaped
egnott,gotten
eqsstu,quests
eipprz,zipper
eiippr,pipier
dehisw,wished
aeirss,"arises,raises"
iillwy,wilily
aeirsv,varies
aeirst,"airest,satire,striae"
aahilt,hiatal
ehmrry,rhymer
enosuv,venous
aafghn,afghan
aginrw,waring
choppy,choppy
ceoppr,copper
hlorsw,whorls
iopsst,posits
illsst,stills
illssw,swills
eiippy,yippie
aahpty,apathy
addehs,"dashed,shaded"
dpstuu,dustup
aehsst,hastes
defgos,defogs
aehssv,shaves
aehssw,"hawses,washes"
aimnor,minora
addehi,haddie
addehn,handed
bcekru,bucker
aahntu,utahan
aostty,toasty
bchnuy,bunchy
eflssu,fusels
eipprs,"pipers,sipper"
aerszz,razzes
egoprs,gropes
egoprr,groper
celors,closer
celorr,correl
celoru,colure
celort,lector
aeenrs,ranees
ilnstu,"insult,sunlit"
eilmps,"impels,simple"
eilmpr,"limper,prelim"
demmsu,summed
ilnoot,lotion
eilmpw,wimple
eilmpt,limpet
ceiktw,wicket
hiinsw,winish
iilpst,pistil
iijmny,jiminy
bcehln,blench
ekmnsy,skymen
ginort,trigon
birttu,turbit
eefhrt,hefter
eopsss,posses
aehosx,hoaxes
inprtu,turnip
ioprst,"prosit,ripost"
aeilsv,valise
agllno,gallon
efhnos,foehns
eelmot,omelet
diinox,dioxin
allory,orally
ciortv,victor
eelqsu,sequel
hlopsy,poshly
ginors,"groins,rosing,signor"
eilltt,little
deoost,sooted
elorvw,wolver
adeisu,adieus
bberru,rubber
eopssu,"opuses,spouse"
aentwy,tawney
cjkoos,jockos
aelttw,wattle
afloos,loofas
ehillr,hiller
aoppps,poppas
dginsu,dingus
bersux,exurbs
dgiotw,godwit
aaacdn,canada
bciiot,biotic
abehst,bathes
aailmw,malawi
ilrstw,twirls
adjstu,adjust
aailms,"lamias,salami"
aailmp,impala
ccikrs,cricks
aailmn,"animal,lamina,manila"
aghnpu,hangup
bellmu,bellum
kllssu,skulls
effopu,pouffe
hmrrsy,myrrhs
cdehnr,drench
aadlmy,malady
aadegm,damage
defist,"fisted,sifted"
copruy,croupy
eeglnu,lungee
eeglnt,gentle
ddeenn,denned
aaacdi,acadia
noosyz,snoozy
eiilmu,milieu
ddeent,"dented,tended"
ddeenu,"denude,dundee,endued"
aeimrt,maitre
aeimru,uremia
ddeenp,"depend,pended"
aeimrs,"aimers,armies,ramies"
ddeenr,"redden,rended"
aiintt,titian
ffiltu,fitful
ceiqru,cirque
deintw,twined
aeimrz,mazier
acknrs,cranks
aginsv,saving
agjlny,jangly
eggijl,jiggle
aeilsz,lazies
deehms,meshed
bbdkuy,dybbuk
abbswy,swabby
eimosx,moxies
bbehlo,hobble
abdegl,gabled
adehrr,harder
dhoort,hotrod
beintt,bitten
hirrsw,whirrs
aegrrt,"garret,garter,grater"
ahikmv,mikvah
adehrt,"dearth,hatred,thread"
deehmm,hemmed
aiirtv,trivia
adehry,hydrae
eggijr,jigger
mopstu,upmost
ainrtu,nutria
eeinss,seines
adenpx,expand
aclnuy,lunacy
enorry,ornery
adenpr,pander
eglryy,greyly
deggin,edging
deggio,doggie
adenpw,pawned
deggij,jigged
acerrv,"carver,craver"
imrstu,truism
aemmmy,mammey
bhmors,rhombs
deggip,pigged
ekorst,"stoker,stroke"
deggir,"digger,rigged"
deefss,fessed
fiiknr,firkin
deefsu,defuse
deggiz,zigged
aelmms,lemmas
ailsvy,sylvia
iioprr,priori
borruw,burrow
egiprr,griper
abekst,basket
aahmpy,mayhap
abeeil,bailee
abeein,beanie
adeelt,elated
iklnpu,"linkup,uplink"
bekorr,broker
alttuy,tautly
inppsy,snippy
aiinnz,zinnia
aerrty,artery
aclory,calory
forruw,furrow
eghins,"hinges,neighs"
aclort,carlot
eghinw,hewing
inppsu,pinups
aclors,"carols,corals"
aclorr,corral
abefll,befall
abeflm,flambe
bdeopr,probed
aiisss,assisi
egmnnu,gunmen
ehnstt,tenths
agnstw,twangs
ciopst,"optics,picots,topics"
aklnps,planks
addepr,draped
addeps,spaded
illoww,willow
enossu,onuses
fiossy,ossify
adnstu,"datsun,daunts"
fiosst,foists
adnsty,dynast
eeilvw,weevil
begios,"bogies,gobies"
deelly,yelled
begioo,boogie
adeeln,"leaden,leaned"
ceostv,covets
ahmrsy,marshy
fklnsu,flunks
ackqsu,quacks
aailrt,"atrial,lariat"
ahmrss,marshs
fgjluu,jugful
aadins,naiads
aadinr,radian
hmpstu,thumps
chnoop,poncho
cesttu,cutest
adimrs,disarm
eeelss,lessee
eeelsv,"levees,sleeve"
ehrrsy,sherry
ehrrsu,rusher
ceglry,clergy
cdeees,secede
aaciss,cassia
ellmru,muller
deelpt,pelted
enpruy,penury
abbcos,cabobs
abbcot,bobcat
chmoor,chromo
bemnru,number
aefllr,faller
aefhss,"fashes,sheafs"
aeisvw,waives
effrsu,"ruffes,suffer"
cimoty,comity
ahmnos,hansom
bckors,brocks
ffgrsu,gruffs
aaeilx,alexia
effilr,riffle
aoottt,tattoo
adlnor,"arnold,ladron,ronald"
dddeei,eddied
gioruv,vigour
aaeilr,aerial
ejlost,jostle
iknost,stinko
aegtyy,gayety
afirst,afrits
eiimrt,mitier
eiimrr,"mirier,rimier"
sstuxy,xystus
aopruv,vapour
cgiinv,vicing
dehirs,hiders
cgiint,citing
dddeer,redded
cgiins,icings
dehirt,dither
ceehks,cheeks
ehistw,"whites,withes"
cissuv,viscus
deeekp,peeked
defnru,refund
ceehky,cheeky
afflux,afflux
ddelmo,molded
fggiiz,fizgig
aaelpp,appeal
eenrtx,extern
abeerz,brazee
bbertu,tubber
forwyz,frowzy
cimruu,curium
dekoor,rooked
eeirtv,verite
abeerr,bearer
eenrtv,venter
abeert,"beater,berate,rebate"
abeerw,beware
abeerv,beaver
cginry,crying
ahloop,hoopla
acituy,acuity
enprru,pruner
ckmoss,smocks
ddeiit,tidied
cginru,curing
demnos,demons
cdessu,cussed
celoor,cooler
celoos,locoes
demnoo,mooned
cghilt,glitch
cceklo,cockle
celoot,ocelot
binrsu,"bruins,burins"
emmrru,rummer
hnoors,honors
ilnssy,lysins
celooy,cooley
hnooru,honour
ejmpru,jumper
ghikno,hoking
aenrtu,nature
efgort,forget
eijnty,jitney
cgimno,"coming,gnomic"
cdeimr,dermic
efgorr,forger
amorrs,armors
cdeimn,minced
bnoors,borons
amorrw,marrow
amorru,armour
amorrt,mortar
abirsu,airbus
amorry,armory
ehistt,"theist,tithes"
deeirv,derive
ainsst,"saints,satins,stains"
ghiknt,knight
acdeef,deface
aimmos,"maoism,mimosa"
aeiopt,opiate
abdees,"debase,seabed"
giloss,siglos
eiirrw,wirier
eeknot,ketone
abdeet,debate
abdeek,beaked
ceoopr,cooper
abdeeh,behead
abdeen,beaned
abdeem,beamed
abdeel,beadle
aghstu,aughts
cenovx,convex
bceehr,breech
adgnrs,grands
acpstu,catsup
eiotvv,votive
aekosy,kayoes
adeenn,ennead
agnrty,gantry
accenr,cancer
egorsv,groves
adeent,anteed
befist,befits
accent,accent
bceips,biceps
ddegru,drudge
cchkuy,chucky
dmnosu,mounds
eimmrs,"mimers,simmer"
adorru,ardour
adorrs,ardors
efilwy,wifely
eimmru,immure
aegnnp,penang
aegnnt,gannet
agnost,"tangos,tongas"
agnosu,guanos
agnosw,wagons
aemqsu,masque
abbost,abbots
aanqtu,quanta
immswy,swimmy
ehrsty,thyrse
cejkoy,jockey
ginosw,sowing
allpru,plural
aadlnv,vandal
agnprs,sprang
eimprr,primer
ahjnos,jonahs
dehnsu,unshed
efflux,efflux
aegirw,earwig
desssu,sudses
ggiloo,gigolo
cdimtu,dictum
eglops,gospel
cdeeil,"ceiled,decile"
aiimmr,miriam
deffor,doffer
denosy,doyens
eglnru,lunger
abboos,baboos
denosz,dozens
denosu,undoes
denost,stoned
cklnos,clonks
eipqsu,"equips,piques"
cklnou,unlock
aeilrs,"israel,sailer,serial"
aeilrr,"irreal,railer"
ciosst,stoics
aeilrw,wailer
bbbdeo,bobbed
aeilrt,"aliter,retail,tailer"
bfloux,boxful
aeilrz,lazier
aeilry,aerily
alpssu,lapsus
aiimmn,minima
cdeeir,deicer
cdeeis,deices
eghopr,gopher
cehstu,"chutes,tusche"
acddit,addict
acddis,caddis
chipsy,physic
aabgin,baaing
cehsty,"chesty,scythe"
acciny,cyanic
depppu,pupped
hmoost,smooth
eglorv,"glover,grovel"
anssuy,unsays
acddin,candid
chorsu,chorus
biinot,biotin
adeirs,"aiders,deairs,irades,raised"
adeirr,"arider,raider"
acddii,diadic
ahoosw,wahoos
alnrss,snarls
imsssu,missus
aeiprt,pirate
aeiprs,"aspire,persia,praise,spirea"
aclpss,"clasps,scalps"
beehov,behove
aclpsu,culpas
aclpst,claspt
ehiors,hosier
gllnoy,longly
ceilny,nicely
aeintv,native
aeintu,auntie
himprs,shrimp
bhikos,kibosh
aeirwx,waxier
aegopt,potage
ceilnp,pencil
abefpr,prefab
begmsu,begums
ceilnu,nuclei
ceilnt,"client,lentic"
cehmos,schmoe
addeln,"dandle,landed"
addelo,loaded
addell,ladled
adklss,skalds
inorst,"intros,nitros"
inorsy,rosiny
adklsy,alkyds
adgmos,dogmas
ellotx,extoll
bbelor,lobber
cimnsu,cumins
eggirr,rigger
addely,deadly
addelw,"dawdle,waddle"
addelu,lauded
addelr,"ladder,larded,raddle"
addels,"addles,saddle"
iprrtu,irrupt
efimru,fumier
adinpu,unpaid
aillsv,villas
eiknss,skeins
efimrs,fermis
bilnos,lisbon
aaflot,afloat
bdelnu,bundle
oprsty,sporty
bcdemo,combed
aagrvy,vagary
abiilt,tibial
cegorr,grocer
elnooy,looney
eehirt,either
elnoow,woolen
eflrru,furler
ehoort,hooter
elnoos,loosen
aehlmr,harlem
aacirv,caviar
gimosz,gizmos
acgttu,catgut
dinosw,"disown,indows"
acggry,craggy
gimoss,gismos
cdinor,nordic
iklrss,skirls
acenor,cornea
aadelt,alated
dinpuw,"upwind,windup"
bcoowy,cowboy
acenot,octane
aefhrt,"father,hafter"
acefrs,"facers,farces"
aefhrs,afresh
giinnv,vining
chhoos,cohosh
denory,yonder
deghsu,gushed
achoot,cahoot
deorsv,droves
denorr,droner
denors,"drones,snored"
giiknn,inking
denorw,"downer,wonder"
denort,rodent
denoru,"enduro,undoer"
giiknr,irking
giikns,skiing
giiknp,piking
aeilss,"aisles,lassie"
abertt,batter
eeenrt,"entree,eterne,teener"
giiknt,kiting
eeenrv,"evener,veneer"
eiisss,isseis
aeilsy,easily
cdeens,censed
cdeent,decent
ainort,"aroint,ration"
abersu,"abuser,bursae"
aberst,"barest,baster,breast,tabers"
aaginv,vagina
abersv,braves
ginsst,stings
chipry,chirpy
abgikn,baking
ginssw,swings
abhopr,barhop
abersy,yerbas
accdeh,cached
deilss,"sidles,slides"
abersz,"brazes,zebras"
hmoops,oomphs
degims,midges
ffnsuy,snuffy
cmmnoo,common
effpru,puffer
hinrsu,inrush
aeilpr,palier
adnnos,donnas
adeisv,"advise,davies,visaed"
adeisw,wadies
eilppu,pileup
aegggl,gaggle
adeiss,"asides,daises"
emoprt,"emptor,trompe"
aamntu,mantua
bcmruy,crumby
emoprr,romper
eiklnu,unlike
cddehi,chided
eiklnw,"welkin,winkle"
eiklnv,kelvin
eiklns,"inkles,likens,silken"
eiklnr,linker
dillrs,drills
adistv,davits
adistu,audits
efmnru,frenum
aeentw,atween
ccekor,cocker
ccekop,copeck
dgikny,dyking
acirsv,vicars
ahpssw,pshaws
emmrsu,summer
elprty,pertly
efgosy,fogeys
ciortt,tricot
acflpu,capful
ehrrwy,wherry
eipssw,swipes
cdeiju,"judice,juiced"
beglnu,"blunge,bungle"
amorss,morass
amorsu,amours
aeerty,eatery
besstu,subset
amorsy,"mayors,morays"
bccdei,ebcdic
aemsty,"mateys,mayest,steamy"
fmorsu,forums
abnory,"barony,baryon"
abgnor,brogan
acghtu,caught
hortwy,worthy
eghiot,hogtie
fginuz,fuzing
aclosu,oscula
aaabkl,kabala
egmnos,gnomes
ceeehs,cheese
iimoss,miosis
ilpptu,pulpit
aeepvy,peavey
gggory,groggy
accdsy,cycads
deelop,eloped
aginnw,"awning,waning"
adegot,"dotage,togaed"
aginnu,guanin
aginnt,anting
begils,bilges
begilr,gerbil
gloopr,prolog
cdeopp,copped
begilt,giblet
egimos,egoism
ablsuy,"suably,usably"
begilo,oblige
aenrsy,yearns
affopy,"offpay,payoff"
eehmux,exhume
aailsv,"avails,saliva,salvia"
iilnov,violin
eflnnu,funnel
eehmnp,hempen
eehmns,enmesh
aailss,assail
abeglu,beluga
ainrsy,syrian
bbeosu,buboes
adeinp,pained
abegls,"bagels,gables"
abeglr,garble
eknpru,punker
aegnor,"onager,orange"
inpsuz,unzips
ainrst,"strain,trains"
eerssw,sewers
ehmors,homers
agnotu,nougat
ehmort,mother
abeglm,gamble
aaenrs,arenas
abegln,"bangle,bengal"
abbors,absorb
eiiklt,kiltie
klnruy,knurly
bcgory,cyborg
cckopu,cockup
ahlosy,shoaly
ddhosy,shoddy
boowww,bowwow
cchipu,hiccup
deeitx,exited
deoprw,powder
eikprs,"pikers,spiker"
aahkss,kashas
doooov,voodoo
lmmpuy,plummy
ahilnu,inhaul
eesstt,"sestet,testes,tsetse"
chostu,couths
aeflor,"florae,loafer"
cdoort,doctor
aeflov,foveal
aadfrs,farads
fklosy,folksy
cdhiry,hydric
abrrsu,bursar
ehiprs,"perish,reship"
ceikns,sicken
bbceor,cobber
dinstu,nudist
gimntu,muting
ilnpsu,lupins
dehott,hotted
dehotu,thoued
eeprrt,perter
abqssu,squabs
aciins,anisic
giinnt,tining
hiknrs,shrink
deopru,poured
deghin,"hinged,nighed"
adefgg,fagged
eloruv,"louver,louvre,velour"
agjluu,jugula
adefgn,fanged
ellstu,tulles
aaehlt,althea
ciloyz,cozily
adirsv,visard
adirsu,radius
adirst,triads
aabcrs,scarab
dioprt,"torpid,tripod"
ajmors,majors
einstw,twines
giprss,sprigs
choort,cohort
aekptu,uptake
prssuu,usurps
aeirtt,attire
deegrs,"edgers,greeds"
ceilor,"coiler,recoil"
efrttu,tufter
ceilop,police
ceinpt,"incept,pectin"
binnor,inborn
deegry,"greedy,greyed"
cefnor,confer
adklry,darkly
binnou,bunion
adekls,slaked
adesss,sassed
addeos,dadoes
addeor,"adored,deodar"
einrtt,tinter
einrtu,"triune,uniter"
addeow,woaded
ehssty,shyest
bdnoos,dobson
eiirss,irises
acdefh,chafed
efmstu,fumets
mopprt,prompt
einort,"orient,tonier"
acdefr,farced
aegmuy,maguey
ademor,"radome,roamed"
ginpsy,spying
cccily,cyclic
aelnsy,sanely
giiopr,pirogi
ccinsy,cynics
cehnos,chosen
aeipzz,piazze
aailtt,attila
chimty,mythic
ceffor,coffer
adfilu,aidful
ejnosy,enjoys
abekls,bleaks
abeklr,balker
aekors,soaker
einqsu,sequin
bdennu,unbend
acdlty,dactyl
bbknoy,knobby
depptu,tupped
accemu,caecum
accems,meccas
befirs,"briefs,fibers,fibres"
aglmor,glamor
ginswy,swingy
dlmosu,moulds
beoorz,boozer
ciorsu,curios
degglo,"dogleg,logged"
aknoru,koruna
aekqsu,"quakes,squeak"
cdemoy,comedy
fooprs,proofs
elotuz,touzle
forsst,frosts
cdemop,comped
beoort,reboot
cdemoo,comedo
efinry,finery
adenuw,unawed
efinrs,infers
emmpru,mumper
aeknsw,wakens
ahrsty,trashy
degglu,lugged
alsuvv,vulvas
aeghss,gashes
fgimnu,fuming
ddeloo,doodle
firtuy,fruity
aceklt,tackle
cdeikn,nicked
eeirvw,"review,viewer"
eggntu,nugget
ddelor,lorded
iorsvz,vizors
aceklr,"calker,clarke,lacker"
ehlrsu,lusher
himsty,smithy
egglot,toggle
hjnnoy,johnny
acekly,lackey
aciptt,tipcat
gimnsu,musing
eemort,"emoter,meteor,remote"
eemorv,remove
eoprsw,powers
ahllmu,mullah
eoprsu,"poseur,uprose"
eoprst,"poster,presto,topers,tropes"
eeiptt,petite
eoprsy,osprey
dehkno,honked
cddeku,ducked
blmpsu,plumbs
eilmor,moiler
eilmos,molies
eimmos,mimeos
eimmor,memoir
cddeko,docked
deinop,"opined,ponied"
acnotu,toucan
aimnny,minyan
dellor,rolled
bbelpy,pebbly
efirvy,verify
ddeorw,worded
aaemns,seaman
cdeiop,copied
deinor,ironed
cdeiov,voiced
derstu,"duster,rudest,rusted"
dersty,dryest
aaemnx,axeman
aaabnn,banana
celpty,yclept
inprst,"prints,sprint"
inprsu,purins
ailort,"rialto,tailor"
deirsv,"divers,drives"
deinov,nevoid
iilttw,twilit
adgilo,"algoid,dialog"
adgiln,lading
eeopty,peyote
efiltu,futile
eefprr,prefer
abswyy,byways
ehissw,wishes
fiottu,outfit
eippuy,yuppie
eeoptu,toupee
alnnou,nounal
abbott,abbott
achouv,avouch
aekrsw,"wakers,wreaks"
agnors,"argons,groans,orangs,organs,sarong"
dellot,tolled
aekrss,askers
aanwyy,anyway
ehimor,homier
achstw,swatch
abboty,batboy
agnory,orangy
aepssu,pauses
cckors,crocks
ffnssu,snuffs
fhirst,"firths,shrift"
cdeirs,"ciders,dicers"
ggilnu,gluing
aegisv,visage
aegist,ageist
eglosv,gloves
eiqruv,quiver
hikswy,whisky
ceeirs,cerise
cimssu,musics
deittw,witted
immosu,osmium
eemnss,"menses,semens"
akrstu,krauts
adeppt,tapped
deestw,"stewed,tweeds"
bhoost,booths
defitt,fitted
achnst,"chants,snatch,stanch"
efirzz,fizzer
aacfil,facial
aacfir,africa
aacfis,"facias,fascia"
eeklss,sleeks
amrssw,swarms
amrsst,smarts
adinrs,"dinars,drains,nadirs"
hknoou,unhook
afloty,floaty
elorwy,"lowery,yowler"
eeehtt,teethe
enptuw,unwept
chlmoo,moloch
ceopss,"copses,scopes"
acnnry,cranny
acdmpu,mudcap
adepps,sapped
aajmor,majora
deintu,"united,untied"
hnsstu,shunts
aaertu,aurate
almoos,moolas
elntxy,nextly
ammrsy,smarmy
innopy,pinyon
deffmu,muffed
eefgru,refuge
abbery,yabber
innopp,nippon
aeilps,"espial,lipase"
aabcsu,abacus
cdeekn,necked
dellou,duello
cdeekl,deckle
ceggpu,eggcup
cdeekr,"decker,recked"
aalnox,axonal
abpssy,bypass
eeiors,soiree
adhlor,harold
adhlop,adolph
kltuyz,klutzy
begosy,bogeys
aalnot,atonal
aagims,amigas
acelnt,"cantle,lancet"
aqrtuz,quartz
ahmmwy,whammy
eegimr,"emigre,regime"
cekorr,"corker,rocker"
aaimmx,maxima
aceppr,capper
cefors,"forces,fresco"
ceforr,forcer
eopsst,estops
adeipr,"diaper,paired,repaid"
elsstu,tussle
cdeist,edicts
adosty,todays
accsuy,yuccas
acerrs,"carers,racers,scarer"
afhltu,hatful
blnotu,unbolt
eiiprt,pitier
adinos,adonis
abjost,jabots
acerru,curare
acerrt,"carter,crater,tracer"
bbbino,bobbin
aegort,orgeat
enosst,"onsets,setons,stenos,stones"
acmpsu,campus
acmpss,scamps
cdnoos,"codons,condos"
cdnoor,"condor,cordon"
binors,robins
cdfioy,codify
ccorsu,"crocus,occurs,succor"
biorst,"bistro,orbits"
eflsux,fluxes
einrsu,"insure,inures,urines,ursine"
einrst,"estrin,inerts,insert,inters,niters,nitres,sinter,trines"
einrss,"resins,rinses,serins,sirens"
belmsu,"umbels,umbles"
ellovy,"lovely,volley"
dhiorr,horrid
alnstu,sultan
eflsuu,useful
ackkns,knacks
cefruw,curfew
eghils,sleigh
ceejrt,reject
cciott,tictoc
ehmnsy,hymens
egorsy,gyrose
abhims,bimahs
giilss,sigils
egorst,ergots
egorsu,"grouse,rogues,rouges"
egorss,"gorses,ogress"
beelmm,emblem
dlnotu,untold
deottt,totted
deottu,touted
hissst,shists
acdert,"carted,crated,redact,traced"
achnor,"anchor,archon,charon,rancho"
cfhisu,fichus
denttu,nutted
dekkuy,yukked
aaorru,aurora
aadlno,anodal
bcistu,"cubist,cubits"
