acelprt,plectra
aadoprx,paradox
annorst,natrons
ddggino,"dodging,godding"
agmnstu,mustang
ailmssy,mislays
adeiost,toadies
ailmsss,missals
aehnrst,anthers
agmnsty,gymnast
addefnu,unfaded
addeehr,"adhered,redhead"
ahhptuz,hutzpah
aelrrtw,trawler
afilstu,fistula
hiijkns,hijinks
bdehost,hotbeds
emnorst,"mentors,monster"
emnorss,sermons
dgiknsu,dusking
abceesu,because
aeimmns,misname
ceeprtx,excerpt
ellostu,"outsell,sellout"
abbcder,crabbed
abbcdes,scabbed
acefrrt,refract
bberrsu,rubbers
abgilln,balling
deeilpr,"periled,replied"
ddeenow,endowed
aaabdnn,bandana
clpsstu,sculpts
ghlmooo,homolog
egklorw,legwork
eelpsux,expulse
eegnors,negroes
ddginpu,pudding
abeltwy,beltway
aemqssu,masques
defipry,perfidy
eimprtu,imputer
ciiprty,pyritic
cdefkor,"defrock,frocked"
abcdeir,carbide
aadhils,dahlias
enoprtw,newport
ceeorrt,erector
ennprsu,punners
agilnst,"lasting,salting,slating,staling"
fiimnrs,infirms
ceegkos,geckoes
fgllowy,glowfly
dellort,trolled
bcegikn,becking
dellorr,droller
enoprty,entropy
aemmmsy,mammeys
abdirss,disbars
aehlmno,manhole
behorrt,brother
adeilpp,applied
aehlmny,hymenal
aalmnsu,manuals
aelosuz,zealous
aceorrs,coarser
ciilnos,silicon
aceorrt,"creator,reactor"
deeehns,sheened
acefrrs,farcers
adeeirw,wearied
adeeglr,regaled
adeeglu,leagued
adeeglt,legated
adeeirs,"dearies,readies"
adeeirr,readier
abdeett,abetted
ddenoru,"redound,rounded"
blmouxy,buxomly
ddenors,nodders
aabeirz,arabize
adeeglm,gleamed
adeegll,alleged
adeegln,gleaned
acinrtt,tantric
efirrsu,surfier
agiknqu,quaking
dehimor,heirdom
egglpru,plugger
cdeimor,dormice
aenpstu,peanuts
cdeimot,demotic
ceikqru,quicker
ceginoz,cognize
cddiios,discoid
einprsu,uprisen
eghrssu,gushers
acdirst,drastic
einrrss,rinsers
ceginos,cognise
agilopt,galipot
eilnpss,"spinels,splines"
eilnpsu,"lineups,lupines,unpiles"
aeiprtw,wiretap
bdeknsu,debunks
deeegmr,emerged
ahhhiss,hashish
hiipssw,wispish
abdelmr,"marbled,rambled"
hkoopsu,hookups
eeinrsv,"enviers,inverse,veiners,veneris,venires,versine"
egghors,hoggers
deilrwy,weirdly
eemnptu,umpteen
deimotv,"motived,vomited"
deimott,omitted
flmooru,roomful
bddgiin,bidding
ceorrtu,courter
abdllor,bollard
ceorrty,rectory
deillrt,trilled
belstuu,tubules
biimmru,imbrium
dehilss,shields
ginpppu,pupping
eprrtuu,rupture
accdins,scandic
acddins,candids
ahiknrs,"krishna,rankish"
eeiinsw,wienies
dehirty,dithery
adeppsw,swapped
acdegrs,cadgers
bceeehs,"beeches,beseech"
cgiinpr,pricing
cgklnou,gunlock
dehnrtu,thunder
dehirtw,writhed
chilnor,chlorin
deeenrt,entered
aehstux,exhaust
deeenrw,renewed
deeenrs,"needers,sneered"
ddginor,rodding
ddginos,sodding
degnopr,pronged
inopsst,pistons
egiilnv,veiling
ceimnos,"incomes,mesonic"
ceimnot,centimo
eegistv,vestige
eimmrsw,swimmer
aeegill,galilee
accekrr,cracker
deehprs,sphered
ceoprsu,recoups
ceoprst,copters
beeeprs,beepers
dgnorsu,grounds
ceoprss,"corpses,process"
acdeeht,cheated
aeillov,alveoli
efistty,testify
acdeehl,leached
aegimrt,"migrate,ragtime"
ekmsstu,muskets
efisttt,fittest
abcjosu,jacobus
aeglnrw,"wangler,wrangle"
bersuzz,buzzers
eghirtt,tighter
adeklst,stalked
aceipst,aseptic
aceipsu,auspice
aceipsz,capsize
ceefnns,fennecs
bekmnoo,bookmen
acderst,redacts
beimosz,zombies
acepprr,crapper
acepprs,cappers
aaccdei,cicadae
eopssst,possets
celnors,cornels
aefnnrs,fanners
bceersu,becurse
ciortvy,victory
degiluv,divulge
aeiinrt,inertia
adenuwx,unwaxed
ehirrru,hurrier
addimno,diamond
eforstw,twofers
ceiikrt,trickie
acersst,"actress,casters,recasts"
acerssu,"causers,cesuras,saucers"
aeflrzz,frazzle
giillnr,rilling
aabggss,gasbags
eiinnrt,tinnier
eeehins,sheenie
bcceilu,cubicle
aaemotz,metazoa
cemmotu,commute
bcceily,bicycle
cciloop,piccolo
ceginrs,cringes
ceginrr,cringer
iikllsy,silkily
flnrsuu,unfurls
aceprtu,capture
inoprss,prisons
aeegiss,aegises
begilst,giblets
inoprst,tropins
inoprsu,inpours
eeehsst,seethes
einqssu,sequins
acfimor,formica
iloowyz,woozily
eehrttw,whetter
glnpsuu,unplugs
aeeknsw,weakens
aeeknsy,yankees
cknorsu,uncorks
giiklmn,milking
diimnor,midiron
demnotu,"demount,mounted"
ehirwzz,whizzer
bdeehrt,berthed
elorstv,revolts
elorstw,trowels
giinssz,sizings
aeegnrs,enrages
giinssu,issuing
aeegnrv,"avenger,engrave"
eilnnst,linnets
aeegnrt,"grantee,greaten,negater,reagent,rentage"
abdenor,broaden
deglost,goldest
degloss,"glossed,godless"
abbeilt,bitable
aeeimrt,"emerita,emirate,meatier"
aeeimrs,seamier
cehlqsu,squelch
enrrssu,nursers
aghhtuy,haughty
bejlmru,jumbler
ilmosuy,mousily
abgiknn,banking
ggiilln,gilling
abgikns,"bakings,basking"
abgiknr,"barking,braking"
adeltuv,vaulted
bcdekor,bedrock
aaginru,guarani
aeilppr,applier
aeilpps,applies
eelnrsu,unreels
deinsst,"dissent,snidest"
aceglns,glances
aeefkrs,fakeers
acflloy,focally
ccehklu,chuckle
eiisstz,siziest
begilny,belying
begilnt,belting
begilnu,blueing
cehirst,"cithers,richest"
begilno,ignoble
adeehir,headier
ersstuy,russety
aorssst,assorts
ersstuu,sutures
ddegnou,dudgeon
aceglno,congeal
degiklo,godlike
cdeehnw,wenched
amoppsy,maypops
adorstw,towards
bdegiot,bigoted
aemnnou,noumena
abceimo,amoebic
aaakkmr,markkaa
aenorrv,overran
aiilrtv,trivial
bceegir,iceberg
eijklry,jerkily
emosssu,mousses
eenrstw,western
ckklnuy,knuckly
aiimmns,animism
ddefils,fiddles
ddefilr,fiddler
aeeprss,"asperse,serapes"
agimoru,gourami
aerrssu,assurer
aerrsst,"arrests,rasters,starers"
aiimmnx,"maximin,minimax"
aeeprsv,repaves
bemorux,buxomer
belmoor,bloomer
belmoot,boomlet
eelnquy,queenly
bbehlor,hobbler
ehipptw,whippet
eeimnrw,wiremen
dehmotu,mouthed
eeimnrs,ermines
ddgiikn,kidding
adeglnr,"dangler,gnarled"
deglnsu,guldens
aacmnsy,caymans
immoptu,optimum
aeehltt,athlete
abejnow,jawbone
fghnoor,foghorn
elmoort,tremolo
eiillmr,millier
ghhortu,through
ffiinst,tiffins
deiknos,doeskin
ddeginr,grinded
aceeprs,escaper
oopswww,powwows
aailmos,somalia
acemnrw,crewman
egimnpt,pigment
deeirrs,"derries,desirer,redries,resider,serried"
elmmptu,plummet
aeeinvw,inweave
ghlossu,sloughs
beglrsu,"buglers,bulgers,burgles"
cehkrsu,shucker
himnopr,morphin
eeoprtt,treetop
aanppsu,papuans
eehirss,heiress
eirsttv,trivets
eirsttw,twister
eehirst,heister
beegilu,beguile
cgikmnu,mucking
cdehinp,pinched
adioprr,airdrop
aahnosv,navahos
efgoors,forgoes
efgoorr,forgoer
eemnory,moneyer
eloorst,"looters,toolers"
cdehinn,chinned
cdehino,hedonic
ceinsst,"incests,insects"
beeglno,englobe
addgmos,goddams
bdenosy,beyonds
gginppy,gypping
beegilo,obligee
eemnorv,"overmen,venomer"
aaabhms,bahamas
aaabhmr,abraham
belortu,trouble
adimstu,stadium
eegiknn,"keening,kneeing"
cefinor,conifer
aacgnou,guanaco
iijmmny,jimminy
aaabbcl,cabbala
eegiknr,reeking
eegikns,"seeking,skeeing"
eegiknp,"keeping,peeking"
eeopssx,exposes
cddeesu,"deduces,seduced"
efillrs,"fillers,refills"
efillrr,friller
aaelptu,plateau
abcghko,hogback
abillwy,waybill
egimnnw,wingmen
acdnoor,cardoon
accenov,concave
accenot,coenact
giimnnt,minting
giimnns,minings
eggirsw,swigger
ddeloor,"doodler,drooled"
ddeloos,doodles
hilstxy,sixthly
bdelmtu,tumbled
adlmoor,malodor
abggisw,bagwigs
cceiopp,coppice
bbdessu,subdebs
cceiopt,ectopic
ainstvv,vivants
aimnstt,mattins
imostuw,outswim
efirstw,swifter
aachrsw,carwash
beginrr,bringer
beginrw,brewing
aacenst,catenas
aadimor,diorama
abdejru,abjured
eelnrst,"nestler,relents"
fhiloos,foolish
abeeknt,betaken
aennosv,novenas
abeeghr,herbage
eggmrsu,"muggers,smugger"
bddeiln,blinded
egiinnv,veining
dehnors,dehorns
bckloox,lockbox
dehnoru,hounder
dehnort,"thorned,throned"
bbdehlo,hobbled
ddeimmu,dummied
ehoprsu,orpheus
eimnrst,"minster,minters"
aceehiv,achieve
aelnsty,stanley
adeltwz,waltzed
aeoprrv,vaporer
bbeirry,bribery
aceehip,cheapie
bbeirrs,"bribers,ribbers"
adeistw,waisted
adeistv,"datives,vistaed"
aceiqru,acquire
ggiilnu,guiling
aeilprt,"plaiter,platier"
aeilprv,prevail
aegiimn,imagine
cehirtt,chitter
ehimrty,thymier
ddegilr,"girdled,griddle"
ehmrsuu,humerus
annrtyy,tyranny
aalprsy,parlays
cchimor,chromic
ioopsty,isotopy
bgiimnu,imbuing
ceilppr,"clipper,cripple"
ehimswy,whimsey
begilln,belling
ddegrsu,drudges
cehkoor,kerchoo
gginstu,gusting
abgginr,"barging,garbing"
adlnost,sandlot
acehssw,cashews
acehsst,"sachets,scathes"
bllosuy,solubly
aeqrrtu,quarter
acehsss,chasses
dloopwy,plywood
adlnosy,synodal
elpqsuu,pulques
aegnssy,gayness
aadefht,fathead
cddehou,douched
aegnssu,anguses
degirss,digress
aeeegkl,keelage
degirsu,guiders
aaeimrt,"amirate,materia"
elorsvw,wolvers
fghilst,flights
einrrsu,"insurer,ruiners"
aacrstv,cravats
aghortw,warthog
aimprry,primary
deefssu,defuses
aeffisx,affixes
floopwx,fowlpox
aadeefr,afeared
efhllsy,fleshly
iooprsv,proviso
aadrwwy,wayward
acimnor,minorca
acimnos,"maniocs,masonic"
aefintx,antefix
aalswyy,waylays
aehmmrs,"hammers,shammer"
aoostty,toyotas
gmortuw,mugwort
adeegnv,avenged
aagnrtv,vagrant
adeegnt,negated
deginos,dingoes
adeegnr,"angered,derange,enraged,grandee,grenade"
aeiopst,opiates
aeepprr,"paperer,prepare"
ainnoot,antonio
cehrrsu,crusher
egiklru,ruglike
aeikrsw,skiwear
adjsstu,adjusts
ddeikrs,"kidders,skidder"
cdehrsu,crushed
agimnsy,mayings
adenoru,rondeau
eefrstt,fetters
eeikrst,"keister,kiester"
deeimps,impedes
deeimpr,impeder
deeimpt,emptied
aeilnop,opaline
eilnpuv,vulpine
deimmmu,mummied
denostu,snouted
fhiilsy,fishily
acegklr,grackle
affnors,saffron
aeilnor,aileron
emnopsu,spumone
emnopst,postmen
adilstu,dualist
emnopsy,eponyms
adilsty,staidly
acgilmn,calming
bcehorw,cowherb
bcehort,botcher
aeilnot,"elation,toenail"
bcdeirs,scribed
egnoprs,sponger
aberrvy,bravery
acirssu,cuirass
egnopry,"progeny,pyrogen"
acegklo,lockage
aennrty,tannery
bgiknoo,booking
aennrtt,entrant
acdhmrs,drachms
eilpruu,purlieu
ainostt,station
deiknrr,drinker
deiknrs,redskin
aadeprt,"adapter,readapt"
dgiiort,tigroid
aadeprr,parader
aadeprs,parades
aadehmn,headman
aessttu,statues
deefgls,fledges
diiimru,iridium
fgiortw,figwort
aceelmp,emplace
aopprrt,rapport
aeglrsz,glazers
aeglrsy,argyles
eeeimrt,eremite
aeglrss,"glasser,largess"
delmpsu,slumped
eelpsst,pestles
aeglrsv,gravels
aeglrst,largest
aciintt,titanic
abberst,"barbets,rabbets,stabber"
aeemrrs,"reamers,smearer"
abbersw,swabber
abeffls,baffles
abefflr,baffler
eiloprs,spoiler
agllott,glottal
achnnos,chanson
ehinstz,zeniths
bcinory,byronic
aennsuz,suzanne
adeirsu,residua
adeirst,"aridest,astride,staider,tardies,tirades"
aeggjrs,jaggers
adeirsv,adviser
ddeeinx,indexed
deeikns,skeined
aeggjry,jaggery
aflorsv,flavors
ddeeinw,widened
agilnpp,lapping
bcellsu,subcell
bhiopss,bishops
acefity,acetify
dfginnu,funding
agiinnr,"ingrain,raining"
ceikrst,"rickets,sticker,tickers"
agiinnp,paining
aggiszz,zigzags
cemoopt,compote
ceikrsy,rickeys
eeflnss,flenses
abdnsty,standby
aacflly,fallacy
eessstt,"sestets,tsetses"
abceilm,"alembic,cembali"
hosttuu,shutout
aehnprs,sharpen
cderstu,"crudest,crusted"
aehnprt,panther
egiklmu,gumlike
cdnotuw,cutdown
fkooors,forsook
deorrsu,ordures
deorrsv,drovers
deorrsw,rewords
agimntt,matting
eeprrtv,pervert
elorssv,solvers
ceginpr,creping
hinoorz,horizon
efhirsy,fishery
einprrt,"printer,reprint"
adeintt,tainted
adeintu,audient
adeintv,deviant
abdegir,"abridge,brigade"
aaefgrt,raftage
eeeglmn,gleemen
cefoprs,forceps
abdeisw,bawdies
elloosy,loosely
abdegin,beading
aabllny,banally
ailrtuv,virtual
abckstu,sackbut
egnoruy,younger
einqsuu,uniques
cdeirsv,scrived
beirrru,burrier
degilmn,"melding,mingled"
cginnnu,cunning
aehkmss,samekhs
adegnrt,"dragnet,granted"
coprrtu,corrupt
cginrru,curring
adegnrr,grander
cginnno,conning
dehippw,whipped
bdeirtu,bruited
deemmst,stemmed
eeenruv,revenue
adelrty,lyrated
adelrtx,dextral
addfiny,dandify
achnors,"anchors,archons,ranchos"
adelrtt,rattled
egglost,"goglets,toggles"
achnort,chantor
acehlop,epochal
acehlos,loaches
acehlor,"cholera,chorale,choreal"
aacnnoz,canzona
elprssu,pulsers
ceeeirv,receive
afhiirs,fairish
aeimnty,"amenity,anytime"
aeimntx,taximen
aceghou,gouache
aggmost,maggots
ehiklru,hulkier
eeginnu,"genuine,ingenue"
acdefot,defacto
adnopst,dopants
ehinorr,hornier
efiorrt,rotifer
eiknoos,nookies
aadiinn,indiana
aeijlnw,jawline
aabelll,labella
eeimrrr,merrier
cdeenrt,centred
eerttux,texture
adenrsu,"asunder,danseur"
ddehlsu,huddles
dgiimos,sigmoid
deioptv,pivoted
bdehmtu,thumbed
bceikrs,bickers
cghiinn,"chining,inching,niching"
ahmoops,shampoo
eorrstv,trovers
acehiks,hackies
aaimstv,atavism
aaimstt,tatamis
aacehps,apaches
afilnty,faintly
aabells,salable
aacehpu,chapeau
bceeehn,beechen
aehortx,oxheart
aegkrsw,gawkers
ademosy,someday
acghikn,hacking
acloprt,caltrop
ademosw,meadows
dgnoors,drongos
behilmt,thimble
iknnpsu,punkins
behilms,blemish
himnoos,moonish
egilruv,virgule
abejrru,abjurer
dgiinnw,winding
gnopruw,grownup
acehors,"choreas,roaches"
mmoopps,pompoms
abcsstu,sacbuts
egiinst,ignites
aaenrrt,narrate
egiinsv,"sieving,viseing"
abdlsuu,subdual
aciirst,satiric
adeikrs,darkies
enrrtuy,turnery
enrrtuu,"nurture,untruer"
begglos,boggles
begglor,boggler
acdenst,"decants,descant,scanted"
finorss,frisson
finorst,forints
ehnrstu,"hunters,shunter"
cdeikrt,tricked
eehipsv,peevish
accilst,clastic
aailmmx,maximal
bginruy,"burying,rubying"
eefsstu,fetuses
deeklln,knelled
aailmms,"lamaism,miasmal"
eiijmms,jimmies
aeefhrt,feather
egimnrt,"metring,terming"
afhinos,fashion
aailmmn,mailman
aoorrst,orators
knoprty,krypton
aoorrsy,arroyos
aaadlmn,mandala
hilosst,holists
aeeintv,naivete
bdinrsu,sunbird
aeersvw,weavers
flnoorr,forlorn
cmortuw,cutworm
acehpst,"hepcats,patches"
ceefklr,freckle
deeeflr,fleered
elnopst,leptons
cdeeisx,excised
deeeflt,fleeted
cdeeist,deceits
eforsst,"forests,fosters"
cdeeisv,devices
egpprsy,gyppers
egilnry,relying
einsstw,witness
aceehlt,chelate
deimors,misdoer
ahhiksw,hawkish
eiorrrw,worrier
eillmos,mollies
aaekrst,karates
gilnsty,styling
ceehsss,chesses
bcerstu,becurst
ceehssw,eschews
agmnost,amongst
aahlnpx,phalanx
ddeegrr,dredger
ddeegrs,dredges
cgggino,cogging
aeeelrs,release
ahorrsw,harrows
aderrsw,"drawers,redraws,rewards,warders"
eerssvw,swerves
abcnors,carbons
fnnnuuy,unfunny
bdemoor,"bedroom,boredom,broomed"
acgorsu,cougars
aelmost,maltose
aginorr,roaring
adelmms,slammed
deiiorz,iodizer
ddeeeln,needled
egilpst,piglets
effiost,toffies
cckopsu,cockups
aiilmns,mislain
ciklnry,crinkly
bemmrsu,bummers
llloops,lollops
ailstty,tastily
aehrstw,"swather,wreaths"
beirstt,bitters
beirstu,"bustier,rubiest"
aepqrtu,parquet
aclorrs,corrals
bciilmu,bulimic
affhirs,raffish
acdeefs,defaces
acdeefr,defacer
acdeeft,faceted
aelmmoy,myeloma
acmoopt,potomac
aacknrs,ransack
delnoty,notedly
aalmmns,almsman
ceiksst,sickest
aderssu,assured
abbhisy,babyish
achijnt,jacinth
acdeeff,effaced
elnosss,"lessons,sonless"
ghloruy,roughly
elnossw,lowness
elnossv,slovens
iisttzz,tzitzis
aggiimn,imaging
egilnos,"legions,lingoes"
bceekrs,rebecks
egilnop,eloping
erstttu,stutter
degnrsu,"gerunds,nudgers"
ffghinu,huffing
eilppst,"stipple,tipples"
aahnstu,utahans
aeloruu,rouleau
abelsty,beastly
ehnsssy,shyness
eimostz,mestizo
eflosss,flosses
aceostv,"avocets,octaves"
ghortuy,yoghurt
aknortu,outrank
deeelsv,sleeved
efgilmn,fleming
addeors,deodars
ceejort,ejector
cchhruy,churchy
enoossz,snoozes
beknors,bonkers
emmrstu,rummest
anoprss,parsons
aacilox,coaxial
ehimnps,shipmen
efilrzz,frizzle
anoprst,"patrons,tarpons"
abbmotu,bumboat
acceips,"icecaps,ipecacs"
aacilos,asocial
adehppw,whapped
aikllny,lankily
eginpps,pigpens
eginppp,pepping
errssuy,surreys
delpsux,duplexs
errssuu,usurers
adilnns,inlands
beffiis,biffies
ddeefin,defined
ddeefil,"defiled,fielded"
dgiinst,tidings
ddeefii,"deified,edified"
eeenrrw,renewer
eeiqstu,equites
cdeiklt,tickled
eiilstu,utilise
bcerrsu,curbers
eiilstt,elitist
bberstu,tubbers
eiilstw,wiliest
hillopt,hilltop
ahiklsy,shakily
adelnot,taloned
bdeilns,bindles
adelnor,"ladrone,leonard"
aadhhrt,hardhat
efginss,fessing
abbersy,yabbers
dejostu,jousted
deginsw,swinged
eemoprt,tempore
beittwx,betwixt
abbdesu,bedaubs
eggjlru,juggler
ceehlst,letches
gmooprs,pogroms
eglsuzz,guzzles
ceehlsy,lychees
acdeimy,mediacy
giilmry,grimily
belnost,noblest
acdeffh,chaffed
aillpuv,pluvial
fglnosu,songful
celnnsu,nuncles
dehirru,hurried
aalrsuz,lazarus
beehrrt,herbert
eeknost,ketones
aeflstu,sulfate
aagnrry,granary
aaesswy,seaways
egiimrr,grimier
aikmmrs,mismark
eemrrst,termers
ginnnoo,nooning
deginnv,vending
ilssttu,lutists
abcgikn,backing
aeffmru,earmuff
lmopsuy,olympus
aelltuu,ululate
aiikmnn,manikin
agnnnoo,nonagon
cdeiklp,pickled
eimnnot,mention
aiottuw,outwait
aegglnr,gangrel
eiisttt,titties
effhirw,whiffer
cehipst,pitches
aegglno,agelong
emnopyy,eponymy
belortt,"blotter,bottler"
aoprrty,"parroty,portray"
efnoost,"eftsoon,festoon"
ciilnvy,vinylic
biklnoy,linkboy
biklnot,inkblot
effhirs,sheriff
aeglpuy,plaguey
aiiilnt,initial
biklrsy,briskly
einpprs,"nippers,snipper"
cefilru,lucifer
cdeillo,"collide,collied"
deiimno,dominie
ailorty,orality
adeenos,adenose
adeenot,donatee
bfflluy,bluffly
dfilort,trifold
ccdekor,crocked
deefgru,refuged
aoprsst,pastors
abeeswx,beeswax
ginnptu,punting
beemssu,bemuses
cehiknt,"kitchen,thicken"
efmnoot,footmen
efirszz,"fizzers,frizzes"
himorsw,wormish
cgioost,cogitos
aiipstw,wapitis
adehrtw,"thrawed,wrathed"
beirsst,bestirs
bioosst,oboists
adehrty,"hydrate,thready"
adeknst,dankest
aefjnst,fanjets
aademms,madames
agghins,gashing
agiilpt,pigtail
aademmn,manmade
agghinn,hanging
adeinpt,painted
aggilnz,glazing
ceehirt,"etheric,heretic"
elpprsu,"pulpers,purples,suppler"
aehnrtx,narthex
efilmnt,liftmen
aehnrtu,"haunter,unearth"
beehoov,behoove
ceimpsu,pumices
chiopst,photics
ceiossv,viscose
acfgins,facings
acfginr,farcing
deiirrt,dirtier
aenrrsw,"warners,warrens"
deeiops,episode
ehknosy,honkeys
cdeilnu,include
aeirtvy,variety
deeinrr,dernier
deeinrs,"deniers,nereids"
aeoqrtu,equator
abeorst,"boaster,boaters,borates,sorbate"
abeorsv,bravoes
addelps,paddles
addelpr,"paddler,peddlar"
aaehlll,allheal
addelpp,dappled
ahhoors,hoorahs
accosst,accosts
deilnrt,tendril
enoorss,"noosers,sooners"
defoops,spoofed
efhirst,shifter
enoorsu,onerous
ceefnrs,fencers
ilnoqsu,quinols
fiillps,fillips
aeffkot,takeoff
aeimnpr,permian
aefiqru,aquifer
cegghir,chigger
addeptu,updated
ceinprs,"crispen,pincers,princes"
ceehort,trochee
dgillnu,dulling
eikmoss,eskimos
ceehors,"coheres,echoers"
ceehorr,coherer
dgillno,dolling
aenopsw,weapons
aeghlno,halogen
bdennsu,unbends
biorsst,bistros
afilnpu,painful
aellrru,allurer
aaelmnu,alumnae
iillmsy,slimily
cikmorr,rimrock
aefgnrt,engraft
aacehtu,chateau
aacehtt,attache
beoqsuy,obsequy
aekmrst,markets
imnoprw,pinworm
aehilrt,lathier
aehilru,haulier
aehilrs,"hailers,shalier"
aekmrss,maskers
dehlstu,hustled
ademowy,meadowy
ceimssu,"cesiums,miscues"
eeekmst,meekest
eegilnt,gentile
acegimt,gametic
eegilnp,peeling
eegilnr,"leering,reeling"
aabdgos,dagobas
degopru,grouped
adeentt,dentate
aadelly,allayed
aeefilr,"filaree,leafier"
aeefilw,alewife
aeenstt,neatest
aginssv,savings
cdeissy,ecdysis
diosstu,studios
ddeeegr,degreed
innossu,unisons
cfgiknu,fucking
bcinsuu,incubus
deiilmp,implied
aadgmnr,"grandam,grandma"
aadeilv,availed
eeehlrw,wheeler
aefsstt,fastest
ejprruy,perjury
aggimns,gamings
hoorrrs,horrors
acehhtt,hatchet
abdeily,beadily
abckmru,buckram
eehnstu,enthuse
adeelrx,relaxed
adeelry,"delayer,layered,relayed"
cfimnor,confirm
adeelrt,"alerted,altered,related,treadle"
iklnnsu,unlinks
adeelrv,raveled
adeelrw,leeward
abdeilu,audible
bginssu,"busings,bussing"
adeelrs,"dealers,leaders"
egimors,ogreism
inoopss,poisons
iilnors,sirloin
inoopst,"options,potions"
eeeikrr,reekier
aginstt,"stating,tasting"
acehmrs,marches
bikmnpu,bumpkin
eopppst,poppets
egjlnsu,jungles
aackmrt,amtrack
eissstu,tissues
ddeilrs,"dreidls,riddles"
eefhirt,heftier
egilntt,letting
eefhirs,heifers
acipstt,tipcats
demnoow,woodmen
abbilot,bobtail
demnoor,doormen
eimnosw,winsome
aagiltw,wagtail
cfhiosw,cowfish
abhorrs,harbors
deeflot,feedlot
abhorru,harbour
admnoqu,quondam
akmrstu,muskrat
afnorrt,fortran
bbeioos,boobies
aabetux,bateaux
iinppps,pippins
aadgios,adagios
aeimnot,amniote
aeimnor,"moraine,romaine"
aeimnos,anomies
ciorsss,scissor
ailssuv,visuals
ademnru,"manured,maunder,unarmed"
deeeirw,weedier
ademnrs,"damners,remands"
deippst,peptids
ademnry,"draymen,yardmen"
aegsssu,gausses
aeoppss,apposes
ffhoosw,showoff
ehmrssu,mushers
aeinrvv,vervain
cehirrt,richter
dddeflu,fuddled
cchhiis,chichis
acehirs,cashier
acehirr,charier
ddeoppr,dropped
bcehist,bitches
aiopstu,utopias
aaaklns,alaskan
ciklpry,prickly
biillno,billion
aeeinrt,trainee
aackltw,catwalk
cmnnoos,noncoms
adhprsu,purdahs
deiprsy,spidery
acdekms,smacked
forstwy,frowsty
ailppty,platypi
dipsstu,stupids
cceersy,secrecy
eimrssv,verisms
adeessy,essayed
eimrsst,"misters,smiters"
eimrssu,"misuser,mussier,surmise"
bcekoru,roebuck
bcekort,brocket
acefirs,farcies
adeesst,sedates
bcehirr,bircher
bcehirs,birches
benrstu,"brunets,bunters,burnets"
abhhsuy,hushaby
aeggnrs,"gangers,granges,naggers"
cekrrtu,trucker
adeinrs,"sandier,sardine"
abilrsz,brazils
deorttt,trotted
cilmopy,olympic
cceeins,science
aelttux,textual
bdehlsu,blushed
dennost,tendons
eghitwy,weighty
bdeknoo,bookend
abeggrs,beggars
abeggrr,bragger
adfilor,florida
abeggry,beggary
aeintvy,naivety
aghintt,hatting
aaprsty,satrapy
aghintw,thawing
aeeiprt,peatier
aeehprt,preheat
bdeilpp,blipped
cdeirru,"curdier,curried"
aciippr,priapic
efflmru,muffler
eilnstu,"luniest,utensil"
gorstuy,yogurts
abdilmo,bimodal
egiilpz,leipzig
degnrtu,grunted
aenprrt,partner
aenprrw,prawner
bbceors,cobbers
efirsux,fixures
deklnop,plonked
efiosst,softies
bbeissu,busbies
abgijmn,jambing
eiiprrv,privier
eeilnrv,livener
aghilrt,alright
ginprsu,pursing
eeflstt,"fettles,leftest"
acegors,"cargoes,corsage"
afloruv,flavour
acegoru,courage
aghilrs,largish
adeilsv,devisal
fgilnru,furling
adeilst,"details,dilates"
adeilss,aidless
defiost,foisted
adefgrt,grafted
eenoptt,potteen
abdelnr,blander
aadilmt,matilda
aadilmr,admiral
adeilsy,dialyse
aeegops,apogees
eeinrrt,reinter
ahmnntu,manhunt
eeinrrv,"nervier,vernier"
aamorsv,samovar
bdilpuu,buildup
ahiimss,sashimi
ccorsuu,succour
eginrsy,syringe
addhims,maddish
aacinps,caspian
gginpru,purging
eeknstu,netsuke
aacinpt,captain
aemnnot,montane
aeirrtw,wartier
eginrss,"ingress,resigns,signers,singers"
eginrsu,reusing
aalnrsw,narwals
cghinsu,cushing
eginrsv,"serving,versing"
ggiimnr,griming
adegpru,upgrade
ggiimnp,gimping
ddnorsw,drownds
eefinrs,refines
giinpsw,"swiping,wisping"
aehpprs,perhaps
aadenrv,veranda
efiinss,finises
eeefgru,refugee
bdeenor,enrobed
efiinsu,unifies
efiinst,finites
ddeefns,defends
dnoortu,orotund
efiinsx,infixes
bgiilno,boiling
cinostu,suction
bgiilns,sibling
cdgilno,codling
acfiiln,finical
ddekmou,dukedom
eikoprs,porkies
eikoprr,porkier
ggiinnz,zinging
eikmors,"irksome,smokier"
adeprtu,updater
befootw,webfoot
bdelmru,rumbled
eppstuw,upswept
ademors,radomes
bbjloow,blowjob
dgnoosw,godowns
aciilry,ciliary
bbelmsu,bumbles
aadhhps,padshah
abelrst,"blaster,stabler"
bdeeirs,derbies
acdeiss,discase
acdeisv,advices
eeeglnt,genteel
bdhoooy,boyhood
behortt,betroth
adehpst,"heptads,spathed"
adehpsw,pshawed
accddee,acceded
aelossv,salvoes
eejrsst,jesters
fgggiin,figging
chiikss,sickish
eeiortz,erotize
adeeitv,deviate
ddenops,despond
efimrty,metrify
ddenopu,pounded
aemoort,tearoom
iilnnty,tinnily
dghiins,"dishing,hidings,shindig"
cikkopt,topkick
efosstt,softest
aainorz,arizona
adillmm,milldam
ehinrtv,thriven
aacddrw,crawdad
